,F1,F2
I sometimes guide my actions using speech when I use unfamiliar equipment,0.6132254208521867,-0.20779144991837367
I sometimes guide myself using speech when I'm driving an unfamiliar car,0.23562385932473232,0.2523227828322384
I sometimes guide myself using speech when I'm searching through a newspaper,0.595737825147017,-0.526677360900088
I sometimes plan my actions out loud when I'm getting organized,0.3037754390396059,-0.1822715808689386
I sometimes think out loud to myself when I need to remember a phone number,0.33829388434621616,0.6690041544884
I sometimes think out loud to myself when I'm doing mental arithmetic,0.5342994005165776,0.08659801068985994
I sometimes think out loud to myself when I'm looking for a number in the phone book,0.534606556231144,0.14877036185364112
I sometimes think out loud to myself when I'm proofreading something I've written,-0.03247695549399074,0.5188650519003805
I sometimes think out loud to myself when I'm searching for something I've misplaced,-0.3895420148443557,0.6655255376887542
I sometimes think out loud to myself when I'm trying to clean up a mess in a big hurry,0.552782822774391,0.2962184216637892
I sometimes think out loud to myself when I'm trying to organize pages of notes,0.6215517339923756,0.3404755957494927
I sometimes think out loud to myself when I'm trying to remember what to buy,-0.11302538195579855,0.7032283760061375
I sometimes think out loud to myself when I'm trying to solve a puzzle,0.7968151852712443,0.30433131102606914
I sometimes think out loud to myself when I'm trying to write with a lot of distraction,0.6316003015609902,-0.09532418015269707
I sometimes think out loud to myself when I'm working on a crossword puzzle,0.806446433765489,0.04818868671929033
I sometimes verbalize my thoughts when I discover that I've locked my keys inside,0.1899313372850478,0.6923413655792917
I sometimes verbalize my thoughts when I'm deciding whether I've done a good job,0.3765186511761292,0.43628874740402657
I sometimes verbalize my thoughts when I'm feeling angry or upset about something,0.19800367173149222,0.6659427211767183
I sometimes verbalize my thoughts when I'm feeling disappointed about something,0.7325172384068108,0.28618045492934824
I sometimes verbalize my thoughts when I'm learning to use new computer software,0.04751764856543305,0.4234585196367163
I sometimes verbalize my thoughts when I'm memorizing something for an exam,0.7346400075226618,-0.17019021708412982
I sometimes verbalize my thoughts when I'm playing a computer game or video game,0.732585914680528,-0.2385111888322197
I sometimes verbalize my thoughts when I'm searching for a book in a library,0.7511805929760109,-0.18119510419002607
I sometimes verbalize my thoughts when I'm searching for an unfamiliar room,0.3577763168961526,-0.21845918916923845
I sometimes verbalize my thoughts when I'm trying not to get angry,0.6562960509068926,0.06106852830016044
I sometimes verbalize my thoughts when I'm trying to figure out why some machine isn't working,0.6964879490842998,0.2009126406775355
I sometimes verbalize my thoughts when I'm working on a difficult problem,0.8808637669879703,-0.08505553791816699
