,F1,F2
"Even when I’m feeling terribly upset, I can find a way to put it into words.",0.49174909629064417,-0.005824875242362856
I am easily distracted.,0.45103987896912173,0.08388430357164253
I believe some of my thoughts are abnormal or bad and I shouldn’t think that way.,0.06667686006291232,0.7256548979478193
"I can easily put my beliefs, opinions, and expectations into words.",0.28429395321081224,-0.03149961199984449
I can usually describe how I feel at the moment in considerable detail.,0.46460455031432163,0.41773334056427025
I criticize myself for having irrational or inappropriate emotions.,0.012967676266577325,0.38455124122328566
I disapprove of myself when I have irrational ideas.,0.13457406859515741,0.6820732627909869
I do jobs or tasks automatically without being aware of what I’m doing.,-0.08727559266518084,0.3344750346978709
"I don’t pay attention to what I’m doing because I’m daydreaming, worrying, or otherwise distracted.",-0.3629655550352853,0.5052859089608254
I find it difficult to stay focused on what’s happening in the present.,0.3550387058150971,0.6450246023873804
I find myself doing things without paying attention.,0.2249445645599911,0.3103733600934857
I have trouble thinking of the right words to express how I feel about things.,0.48376223129678686,0.2427065674336979
I make judgments about whether my thoughts are good or bad.,-0.05911309740476015,0.07673244764283242
"I notice how foods and drinks affect my thoughts, bodily sensations, and emotions.",0.4931096179446291,0.18291694459627938
I notice the smells and aromas of things.,0.22962982091528744,-0.2348444279181258
"I notice visual elements in art or nature, such as colors, shapes, textures, or patterns of light and shadow.",0.27121655329003663,0.17144182624448495
I pay attention to how my emotions affect my thoughts and behavior.,0.3010517981432226,0.041191017023550255
"I pay attention to sensations, such as the wind in my hair or sun on my face.",0.1706460785536869,0.44299557664758477
"I pay attention to sounds, such as clocks ticking, birds chirping, or cars passing.",0.5398353293821622,-0.0007046185887494044
I perceive my feelings and emotions without having to react to them.,0.6951690386292516,0.029411768543655223
I rush through activities without being really attentive to them.,-0.09374999010895675,0.42926340961685744
I tell myself I shouldn’t be feeling the way I’m feeling.,0.10702079996516133,0.4977666104390163
I tell myself that I shouldn’t be thinking the way I’m thinking.,0.43491585924855986,0.42658661695674754
I think some of my emotions are bad or inappropriate and I shouldn’t feel them.,-0.2389625037764419,0.7971871875568047
I watch my feelings without getting lost in them.,0.7305919671302628,0.11912610238269698
"In difficult situations, I can pause without immediately reacting.",0.5513582919838065,-0.0361837637018123
It seems I am “running on automatic” without much awareness of what I’m doing.,0.24684003453786624,-0.2285631575996334
It’s hard for me to find the words to describe what I’m thinking.,0.6471964250256522,-0.013360494228734239
I’m good at finding words to describe my feelings.,0.5758522889252471,0.1073221369362066
My natural tendency is to put my experiences into words.,0.28869807653242063,0.22924046718523308
"When I do things, my mind wanders off and I’m easily distracted.",0.004590159194739544,0.2362527376851936
"When I have a sensation in my body, it’s difficult for me to describe it because I can’t find the right words.",-0.18269332230661775,0.5452493583882324
"When I have distressing thoughts or images, I am able just to notice them without reacting.",0.5839280451123501,-0.17763343190581382
"When I have distressing thoughts or images, I feel calm soon after.",0.29477739641119116,-0.0018369482740872934
"When I have distressing thoughts or images, I judge myself as good or bad depending what the thought or image is about.",-0.03204749881369931,0.682147184234051
"When I have distressing thoughts or images, I just notice them and let them go.",0.6489976874337964,-0.36778887617349026
"When I have distressing thoughts or images, I “step back” and am aware of the thought or image without getting taken over by it.",0.6731827328977719,-0.06175139618513461
"When I take a shower or bath, I stay alert to the sensations of water on my body.",0.6938640491403774,-0.00441903835142329
"When I’m walking, I deliberately notice the sensations of my body moving.",0.556315732001857,-0.13394038584096374
