,F1,F2,F3
A person's family is the most important thing in life.,0.40406307607382147,0.1400928314507511,0.473041297205317
Criticism or scolding hurts me quite a bit.,0.31108487779106725,-0.06299218919568542,0.00551557407671953
"Even if something bad is about to happen to me, I rarely experience fear or nervousness.",-0.39888250038000095,0.4594954170040447,0.3107319483325569
How I dress is important to me.,-0.008373080321292104,0.6126164206206546,0.12619138854817807
I crave excitement and new sensations.,0.04686368479214626,0.5845178076670677,0.31915328461088616
I feel pretty worried or upset when I think or know somebody is angry at me.,0.29595692909533783,0.25128036921248986,-0.4771243213258947
I feel worried when I think I have done poorly at something important.,0.7439471629830996,0.044246959170820006,-0.038204949474473934
I go out of my way to get things I want.,-0.09643369607711474,0.7959193781622943,-0.11152682915330284
I have very few fears compared to my friends.,-0.20607241549980684,0.0620875402558097,0.2994227757033904
I often act on the spur of the moment.,0.28374107165099577,0.2367525855339602,0.46170394011322696
I often wonder why people act the way they do.,0.4737891769031726,0.5148975309578984,-0.10261470741342982
I will often do things for no other reason than that they might be fun.,0.2937452747071984,0.04489373236576491,0.018889778288360477
I worry about making mistakes.,0.14700782144522323,0.2667855388012553,-0.6187994113336617
I'm always willing to try something new if I think it will be fun.,0.08564107140108407,0.561860702743226,-0.02283336640418269
If I see a chance to get something I want I move on it right away.,0.09604644626550694,0.020416548010738122,-0.1651964393560232
"If I think something unpleasant is going to happen I usually get pretty ""worked up.""",-0.14133741475505898,0.34874951896969186,-0.4814412198741996
It would excite me to win a contest.,0.5307860816680369,-0.15657019869831745,-0.40115770173193405
It's hard for me to find the time to do things such as get a haircut.,0.20403259463026813,0.16922127486114633,-0.02113263639455688
"When I get something I want, I feel excited and energized.",0.7055613573211941,0.0858989097906774,0.2714562325979173
"When I go after something I use a ""no holds barred"" approach.",0.2672664550946905,0.17320251762836322,0.6431609737691092
When I see an opportunity for something I like I get excited right away.,0.30029790923929073,0.07345621751448649,-0.17721743297843237
When I want something I usually go all-out to get it.,-0.12627397020820977,0.09635124997906132,0.5989461753028827
When I'm doing well at something I love to keep at it.,0.6349424979592073,-0.2458700190156426,0.029948487645460098
"When good things happen to me, it affects me strongly.",0.3954384434671091,0.4379301679646158,-0.0817654403884155
